D,Rahimi,Sanyal,Chen,ZZhu,Zhu,Conventional,Yuan11,Yuan15,S1,S2,S3,S4,S5,Sanyal_98,Li
669.0,100.1484375,78.8154296875,206.8154296875,34.8154296875,200.7978515625,1581.595703125,48.2978515625,100.3984375,100.3984375,24.1484375,-7.85107421875,56.14892578125,24.14892578125,15.3154296875,20.3984375
670.0,100.244140625,78.6611328125,206.6611328125,34.9111328125,200.4892578125,1582.978515625,48.4892578125,100.244140625,100.244140625,23.994140625,-7.75537109375,56.24462890625,24.24462890625,15.1611328125,20.244140625
671.0,100.244140625,78.6611328125,206.6611328125,34.9111328125,200.4892578125,1582.978515625,48.4892578125,100.244140625,100.244140625,23.994140625,-7.75537109375,56.24462890625,24.24462890625,15.1611328125,20.244140625
672.0,100.087890625,78.5048828125,206.5048828125,35.0048828125,200.1767578125,1584.353515625,48.6767578125,100.087890625,100.087890625,24.337890625,-7.66162109375,56.33837890625,24.33837890625,15.0048828125,20.087890625
673.0,100.087890625,78.5048828125,206.5048828125,35.0048828125,200.1767578125,1584.353515625,48.6767578125,100.087890625,100.087890625,24.337890625,-7.66162109375,56.33837890625,24.33837890625,15.0048828125,20.087890625
674.0,99.6796875,78.3466796875,206.3466796875,35.0966796875,199.8603515625,1585.720703125,48.8603515625,99.9296875,99.9296875,24.1796875,-7.56982421875,56.43017578125,24.43017578125,14.8466796875,19.9296875
675.0,99.6796875,78.3466796875,206.3466796875,35.0966796875,199.8603515625,1585.720703125,48.8603515625,99.9296875,99.9296875,24.1796875,-7.56982421875,56.43017578125,24.43017578125,14.8466796875,19.9296875
676.0,99.51953125,78.1865234375,206.1865234375,35.1865234375,199.5400390625,1587.080078125,49.0400390625,99.76953125,99.76953125,24.51953125,-7.47998046875,56.52001953125,24.52001953125,14.6865234375,19.76953125
677.0,99.51953125,78.1865234375,206.1865234375,35.1865234375,199.5400390625,1587.080078125,49.0400390625,99.76953125,99.76953125,24.51953125,-7.47998046875,56.52001953125,24.52001953125,14.6865234375,19.76953125
678.0,99.607421875,78.0244140625,206.0244140625,35.2744140625,199.2158203125,1588.431640625,49.2158203125,99.607421875,99.607421875,24.357421875,-7.39208984375,56.60791015625,24.60791015625,14.5244140625,19.607421875
679.0,99.607421875,78.0244140625,206.0244140625,35.2744140625,199.2158203125,1588.431640625,49.2158203125,99.607421875,99.607421875,24.357421875,-7.39208984375,56.60791015625,24.60791015625,14.5244140625,19.607421875
680.0,99.443359375,77.8603515625,205.8603515625,35.3603515625,198.8876953125,1589.775390625,49.3876953125,99.443359375,99.443359375,24.693359375,-7.30615234375,56.69384765625,24.69384765625,14.3603515625,19.443359375
681.0,99.443359375,77.8603515625,205.8603515625,35.3603515625,198.8876953125,1589.775390625,49.3876953125,99.443359375,99.443359375,24.693359375,-7.30615234375,56.69384765625,24.69384765625,14.3603515625,19.443359375
682.0,99.02734375,77.6943359375,205.6943359375,35.4443359375,198.5556640625,1591.111328125,49.5556640625,99.27734375,99.27734375,24.52734375,-7.22216796875,56.77783203125,24.77783203125,14.1943359375,19.27734375
683.0,99.02734375,77.6943359375,205.6943359375,35.4443359375,198.5556640625,1591.111328125,49.5556640625,99.27734375,99.27734375,24.52734375,-7.22216796875,56.77783203125,24.77783203125,14.1943359375,19.27734375
684.0,98.859375,77.5263671875,205.5263671875,35.5263671875,198.2197265625,1592.439453125,49.7197265625,99.109375,99.109375,24.859375,-7.14013671875,56.85986328125,24.85986328125,14.0263671875,19.109375
685.0,98.859375,77.5263671875,205.5263671875,35.5263671875,198.2197265625,1592.439453125,49.7197265625,99.109375,99.109375,24.859375,-7.14013671875,56.85986328125,24.85986328125,14.0263671875,19.109375
686.0,98.939453125,77.3564453125,205.3564453125,35.6064453125,197.8798828125,1593.759765625,49.8798828125,98.939453125,98.939453125,24.689453125,-7.06005859375,56.93994140625,24.93994140625,13.8564453125,18.939453125
687.0,98.939453125,77.3564453125,205.3564453125,35.6064453125,197.8798828125,1593.759765625,49.8798828125,98.939453125,98.939453125,24.689453125,-7.06005859375,56.93994140625,24.93994140625,13.8564453125,18.939453125
688.0,98.767578125,77.1845703125,205.1845703125,35.6845703125,197.5361328125,1595.072265625,50.0361328125,98.767578125,98.767578125,25.017578125,-6.98193359375,57.01806640625,25.01806640625,13.6845703125,18.767578125
689.0,98.767578125,77.1845703125,205.1845703125,35.6845703125,197.5361328125,1595.072265625,50.0361328125,98.767578125,98.767578125,25.017578125,-6.98193359375,57.01806640625,25.01806640625,13.6845703125,18.767578125
690.0,98.34375,77.0107421875,205.0107421875,35.7607421875,197.1884765625,1596.376953125,50.1884765625,98.59375,98.59375,24.84375,-6.90576171875,57.09423828125,25.09423828125,13.5107421875,18.59375
691.0,98.34375,77.0107421875,205.0107421875,35.7607421875,197.1884765625,1596.376953125,50.1884765625,98.59375,98.59375,24.84375,-6.90576171875,57.09423828125,25.09423828125,13.5107421875,18.59375
692.0,98.16796875,76.8349609375,204.8349609375,35.8349609375,196.8369140625,1597.673828125,50.3369140625,98.41796875,98.41796875,25.16796875,-6.83154296875,57.16845703125,25.16845703125,13.3349609375,18.41796875
693.0,98.16796875,76.8349609375,204.8349609375,35.8349609375,196.8369140625,1597.673828125,50.3369140625,98.41796875,98.41796875,25.16796875,-6.83154296875,57.16845703125,25.16845703125,13.3349609375,18.41796875
694.0,98.240234375,76.6572265625,204.6572265625,35.9072265625,196.4814453125,1598.962890625,50.4814453125,98.240234375,98.240234375,24.990234375,-6.75927734375,57.24072265625,25.24072265625,13.1572265625,18.240234375
695.0,98.240234375,76.6572265625,204.6572265625,35.9072265625,196.4814453125,1598.962890625,50.4814453125,98.240234375,98.240234375,24.990234375,-6.75927734375,57.24072265625,25.24072265625,13.1572265625,18.240234375
696.0,98.060546875,76.4775390625,204.4775390625,35.9775390625,196.1220703125,1600.244140625,50.6220703125,98.060546875,98.060546875,25.310546875,-6.68896484375,57.31103515625,25.31103515625,12.9775390625,18.060546875
697.0,98.060546875,76.4775390625,204.4775390625,35.9775390625,196.1220703125,1600.244140625,50.6220703125,98.060546875,98.060546875,25.310546875,-6.68896484375,57.31103515625,25.31103515625,12.9775390625,18.060546875
698.0,97.62890625,76.2958984375,204.2958984375,36.0458984375,195.7587890625,1601.517578125,50.7587890625,97.87890625,97.87890625,25.12890625,-6.62060546875,57.37939453125,25.37939453125,12.7958984375,17.87890625
699.0,97.62890625,76.2958984375,204.2958984375,36.0458984375,195.7587890625,1601.517578125,50.7587890625,97.87890625,97.87890625,25.12890625,-6.62060546875,57.37939453125,25.37939453125,12.7958984375,17.87890625
700.0,97.4453125,76.1123046875,204.1123046875,36.1123046875,195.3916015625,1602.783203125,50.8916015625,97.6953125,97.6953125,25.4453125,-6.55419921875,57.44580078125,25.44580078125,12.6123046875,17.6953125
701.0,97.4453125,76.1123046875,204.1123046875,36.1123046875,195.3916015625,1602.783203125,50.8916015625,97.6953125,97.6953125,25.4453125,-6.55419921875,57.44580078125,25.44580078125,12.6123046875,17.6953125
702.0,97.509765625,75.9267578125,203.9267578125,36.1767578125,195.0205078125,1604.041015625,51.0205078125,97.509765625,97.509765625,25.259765625,-6.48974609375,57.51025390625,25.51025390625,12.4267578125,17.509765625
703.0,97.509765625,75.9267578125,203.9267578125,36.1767578125,195.0205078125,1604.041015625,51.0205078125,97.509765625,97.509765625,25.259765625,-6.48974609375,57.51025390625,25.51025390625,12.4267578125,17.509765625
704.0,97.322265625,75.7392578125,203.7392578125,36.2392578125,194.6455078125,1605.291015625,51.1455078125,97.322265625,97.322265625,25.572265625,-6.42724609375,57.57275390625,25.57275390625,12.2392578125,17.322265625
705.0,97.322265625,75.7392578125,203.7392578125,36.2392578125,194.6455078125,1605.291015625,51.1455078125,97.322265625,97.322265625,25.572265625,-6.42724609375,57.57275390625,25.57275390625,12.2392578125,17.322265625
706.0,96.8828125,75.5498046875,203.5498046875,36.2998046875,194.2666015625,1606.533203125,51.2666015625,97.1328125,97.1328125,25.3828125,-6.36669921875,57.63330078125,25.63330078125,12.0498046875,17.1328125
707.0,96.8828125,75.5498046875,203.5498046875,36.2998046875,194.2666015625,1606.533203125,51.2666015625,97.1328125,97.1328125,25.3828125,-6.36669921875,57.63330078125,25.63330078125,12.0498046875,17.1328125
708.0,96.69140625,75.3583984375,203.3583984375,36.3583984375,193.8837890625,1607.767578125,51.3837890625,96.94140625,96.94140625,25.69140625,-6.30810546875,57.69189453125,25.69189453125,11.8583984375,16.94140625
709.0,96.69140625,75.3583984375,203.3583984375,36.3583984375,193.8837890625,1607.767578125,51.3837890625,96.94140625,96.94140625,25.69140625,-6.30810546875,57.69189453125,25.69189453125,11.8583984375,16.94140625
710.0,96.748046875,75.1650390625,203.1650390625,36.4150390625,193.4970703125,1608.994140625,51.4970703125,96.748046875,96.748046875,25.498046875,-6.25146484375,57.74853515625,25.74853515625,11.6650390625,16.748046875
711.0,96.748046875,75.1650390625,203.1650390625,36.4150390625,193.4970703125,1608.994140625,51.4970703125,96.748046875,96.748046875,25.498046875,-6.25146484375,57.74853515625,25.74853515625,11.6650390625,16.748046875
712.0,96.552734375,74.9697265625,202.9697265625,36.4697265625,193.1064453125,1610.212890625,51.6064453125,96.552734375,96.552734375,25.802734375,-6.19677734375,57.80322265625,25.80322265625,11.4697265625,16.552734375
713.0,96.552734375,74.9697265625,202.9697265625,36.4697265625,193.1064453125,1610.212890625,51.6064453125,96.552734375,96.552734375,25.802734375,-6.19677734375,57.80322265625,25.80322265625,11.4697265625,16.552734375
714.0,96.10546875,74.7724609375,202.7724609375,36.5224609375,192.7119140625,1611.423828125,51.7119140625,96.35546875,96.35546875,25.60546875,-6.14404296875,57.85595703125,25.85595703125,11.2724609375,16.35546875
715.0,96.10546875,74.7724609375,202.7724609375,36.5224609375,192.7119140625,1611.423828125,51.7119140625,96.35546875,96.35546875,25.60546875,-6.14404296875,57.85595703125,25.85595703125,11.2724609375,16.35546875
716.0,95.90625,74.5732421875,202.5732421875,36.5732421875,192.3134765625,1612.626953125,51.8134765625,96.15625,96.15625,25.90625,-6.09326171875,57.90673828125,25.90673828125,11.0732421875,16.15625
717.0,95.90625,74.5732421875,202.5732421875,36.5732421875,192.3134765625,1612.626953125,51.8134765625,96.15625,96.15625,25.90625,-6.09326171875,57.90673828125,25.90673828125,11.0732421875,16.15625
718.0,95.955078125,74.3720703125,202.3720703125,36.6220703125,191.9111328125,1613.822265625,51.9111328125,95.955078125,95.955078125,25.705078125,-6.04443359375,57.95556640625,25.95556640625,10.8720703125,15.955078125
719.0,95.955078125,74.3720703125,202.3720703125,36.6220703125,191.9111328125,1613.822265625,51.9111328125,95.955078125,95.955078125,25.705078125,-6.04443359375,57.95556640625,25.95556640625,10.8720703125,15.955078125
720.0,95.751953125,74.1689453125,202.1689453125,36.6689453125,191.5048828125,1615.009765625,52.0048828125,95.751953125,95.751953125,26.001953125,-5.99755859375,58.00244140625,26.00244140625,10.6689453125,15.751953125
721.0,95.751953125,74.1689453125,202.1689453125,36.6689453125,191.5048828125,1615.009765625,52.0048828125,95.751953125,95.751953125,26.001953125,-5.99755859375,58.00244140625,26.00244140625,10.6689453125,15.751953125
722.0,95.296875,73.9638671875,201.9638671875,36.7138671875,191.0947265625,1616.189453125,52.0947265625,95.546875,95.546875,25.796875,-5.95263671875,58.04736328125,26.04736328125,10.4638671875,15.546875
723.0,95.296875,73.9638671875,201.9638671875,36.7138671875,191.0947265625,1616.189453125,52.0947265625,95.546875,95.546875,25.796875,-5.95263671875,58.04736328125,26.04736328125,10.4638671875,15.546875
724.0,95.08984375,73.7568359375,201.7568359375,36.7568359375,190.6806640625,1617.361328125,52.1806640625,95.33984375,95.33984375,26.08984375,-5.90966796875,58.09033203125,26.09033203125,10.2568359375,15.33984375
725.0,95.08984375,73.7568359375,201.7568359375,36.7568359375,190.6806640625,1617.361328125,52.1806640625,95.33984375,95.33984375,26.08984375,-5.90966796875,58.09033203125,26.09033203125,10.2568359375,15.33984375
726.0,95.130859375,73.5478515625,201.5478515625,36.7978515625,190.2626953125,1618.525390625,52.2626953125,95.130859375,95.130859375,25.880859375,-5.86865234375,58.13134765625,26.13134765625,10.0478515625,15.130859375
727.0,95.130859375,73.5478515625,201.5478515625,36.7978515625,190.2626953125,1618.525390625,52.2626953125,95.130859375,95.130859375,25.880859375,-5.86865234375,58.13134765625,26.13134765625,10.0478515625,15.130859375
728.0,94.919921875,73.3369140625,201.3369140625,36.8369140625,189.8408203125,1619.681640625,52.3408203125,94.919921875,94.919921875,26.169921875,-5.82958984375,58.17041015625,26.17041015625,9.8369140625,14.919921875
729.0,94.919921875,73.3369140625,201.3369140625,36.8369140625,189.8408203125,1619.681640625,52.3408203125,94.919921875,94.919921875,26.169921875,-5.82958984375,58.17041015625,26.17041015625,9.8369140625,14.919921875
730.0,94.45703125,73.1240234375,201.1240234375,36.8740234375,189.4150390625,1620.830078125,52.4150390625,94.70703125,94.70703125,25.95703125,-5.79248046875,58.20751953125,26.20751953125,9.6240234375,14.70703125
731.0,94.45703125,73.1240234375,201.1240234375,36.8740234375,189.4150390625,1620.830078125,52.4150390625,94.70703125,94.70703125,25.95703125,-5.79248046875,58.20751953125,26.20751953125,9.6240234375,14.70703125
732.0,94.2421875,72.9091796875,200.9091796875,36.9091796875,188.9853515625,1621.970703125,52.4853515625,94.4921875,94.4921875,26.2421875,-5.75732421875,58.24267578125,26.24267578125,9.4091796875,14.4921875
733.0,94.2421875,72.9091796875,200.9091796875,36.9091796875,188.9853515625,1621.970703125,52.4853515625,94.4921875,94.4921875,26.2421875,-5.75732421875,58.24267578125,26.24267578125,9.4091796875,14.4921875
734.0,94.275390625,72.6923828125,200.6923828125,36.9423828125,188.5517578125,1623.103515625,52.5517578125,94.275390625,94.275390625,26.025390625,-5.72412109375,58.27587890625,26.27587890625,9.1923828125,14.275390625
735.0,94.275390625,72.6923828125,200.6923828125,36.9423828125,188.5517578125,1623.103515625,52.5517578125,94.275390625,94.275390625,26.025390625,-5.72412109375,58.27587890625,26.27587890625,9.1923828125,14.275390625
736.0,94.056640625,72.4736328125,200.4736328125,36.9736328125,188.1142578125,1624.228515625,52.6142578125,94.056640625,94.056640625,26.306640625,-5.69287109375,58.30712890625,26.30712890625,8.9736328125,14.056640625
737.0,94.056640625,72.4736328125,200.4736328125,36.9736328125,188.1142578125,1624.228515625,52.6142578125,94.056640625,94.056640625,26.306640625,-5.69287109375,58.30712890625,26.30712890625,8.9736328125,14.056640625
738.0,93.5859375,72.2529296875,200.2529296875,37.0029296875,187.6728515625,1625.345703125,52.6728515625,93.8359375,93.8359375,26.0859375,-5.66357421875,58.33642578125,26.33642578125,8.7529296875,13.8359375
739.0,93.5859375,72.2529296875,200.2529296875,37.0029296875,187.6728515625,1625.345703125,52.6728515625,93.8359375,93.8359375,26.0859375,-5.66357421875,58.33642578125,26.33642578125,8.7529296875,13.8359375
740.0,93.36328125,72.0302734375,200.0302734375,37.0302734375,187.2275390625,1626.455078125,52.7275390625,93.61328125,93.61328125,26.36328125,-5.63623046875,58.36376953125,26.36376953125,8.5302734375,13.61328125
741.0,93.36328125,72.0302734375,200.0302734375,37.0302734375,187.2275390625,1626.455078125,52.7275390625,93.61328125,93.61328125,26.36328125,-5.63623046875,58.36376953125,26.36376953125,8.5302734375,13.61328125
742.0,93.388671875,71.8056640625,199.8056640625,37.0556640625,186.7783203125,1627.556640625,52.7783203125,93.388671875,93.388671875,26.138671875,-5.61083984375,58.38916015625,26.38916015625,8.3056640625,13.388671875
743.0,93.388671875,71.8056640625,199.8056640625,37.0556640625,186.7783203125,1627.556640625,52.7783203125,93.388671875,93.388671875,26.138671875,-5.61083984375,58.38916015625,26.38916015625,8.3056640625,13.388671875
744.0,93.162109375,71.5791015625,199.5791015625,37.0791015625,186.3251953125,1628.650390625,52.8251953125,93.162109375,93.162109375,26.412109375,-5.58740234375,58.41259765625,26.41259765625,8.0791015625,13.162109375
745.0,93.162109375,71.5791015625,199.5791015625,37.0791015625,186.3251953125,1628.650390625,52.8251953125,93.162109375,93.162109375,26.412109375,-5.58740234375,58.41259765625,26.41259765625,8.0791015625,13.162109375
